pitch_type,release_speed,release_pos_x,release_pos_z,pitcher,batter,balls,strikes,outs_when_up,inning,inning_topbot,p_throws,stand,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,at_bat_number,pitch_number,bat_score,fld_score,on_3b_dum,on_2b_dum,on_1b_dum,pitcher_is_home,pitcher_is_winning,tied,is_strike
SI,92,-3.2776,5.3217,607391,465041,0,0,1,11,Top,R,R,3.5,1.67,92.274,1872,6.643,88,1,6,4,0,1,1,1,0,0,0
FF,92.9,-2.0679,6.1484,621141,542364,1,1,1,11,Top,R,L,3.38,1.61,93.588,2330,6.589,87,3,6,4,0,0,1,1,0,0,0
CH,87.1,-2.05,6.1222,621141,542364,0,1,1,11,Top,R,L,3.3277,1.6094,87.913,1726,6.597,87,2,6,4,0,0,1,1,0,0,0
SI,93,-2.0595,6.155,621141,542364,0,0,1,11,Top,R,L,3.38,1.61,93.013,2340,6.574,87,1,6,4,0,0,1,1,0,0,1
CH,89,-2.1297,6.151,621141,459964,0,1,1,11,Top,R,L,3.11,1.58,89.177,1729,6.509,86,2,6,4,0,0,0,1,0,0,0
FF,94.3,-2.0676,6.221,621141,459964,0,0,1,11,Top,R,L,3.11,1.58,94.287,2406,6.349,86,1,6,4,0,0,0,1,0,0,1
FF,93.5,-2.1276,6.2112,621141,594807,0,0,1,11,Top,R,R,3.41,1.63,92.676,2507,6.014,85,1,5,4,0,0,0,1,0,0,0
CU,79.6,-1.9574,6.2977,621141,588751,3,2,1,11,Top,R,R,3.27,1.54,78.777,2699,5.855,84,7,4,4,0,0,0,1,0,1,0
CU,79.7,-1.9562,6.2534,621141,588751,3,2,1,11,Top,R,R,3.27,1.54,77.83,2759,5.261,84,6,4,4,0,0,0,1,0,1,1
FF,93.8,-2.0122,6.1698,621141,588751,2,2,1,11,Top,R,R,3.2177,1.5394,93.419,2472,6.093,84,5,4,4,0,0,0,1,0,1,0
CU,80.1,-2.0229,6.1985,621141,588751,1,2,1,11,Top,R,R,3.2177,1.5394,78.622,2747,5.573,84,4,4,4,0,0,0,1,0,1,0
CU,79.7,-2.028,6.2172,621141,588751,1,1,1,11,Top,R,R,3.2437,1.5394,78.105,2718,5.373,84,3,4,4,0,0,0,1,0,1,1
CU,78.7,-2.0458,6.2803,621141,588751,1,0,1,11,Top,R,R,3.3737,1.5394,76.453,2686,4.954,84,2,4,4,0,0,0,1,0,1,1
CH,88,-2.1584,6.0336,621141,588751,0,0,0,11,Top,R,R,3.4257,1.5394,87.558,2260,6.118,84,1,4,4,0,0,1,1,0,1,0
FF,94.5,-2.0347,6.216,621141,571740,3,2,0,11,Top,R,L,3.34,1.56,93.905,2323,6.073,83,6,4,4,0,0,0,1,0,1,0
FF,94.4,-1.816,6.2878,621141,571740,2,2,0,11,Top,R,L,3.4438,1.5594,93.826,2440,6.189,83,5,4,4,0,0,0,1,0,1,0
CU,81,-2.028,6.2712,621141,571740,1,2,0,11,Top,R,L,3.4178,1.5594,77.965,2803,4.468,83,4,4,4,0,0,0,1,0,1,0
FF,93.8,-1.9524,6.3157,621141,571740,1,1,0,11,Top,R,L,3.4178,1.5594,92.752,2202,5.874,83,3,4,4,0,0,0,1,0,1,1
CU,79.7,-2.0049,6.2067,621141,571740,0,1,0,11,Top,R,L,3.4438,1.5594,76.698,2743,4.447,83,2,4,4,0,0,0,1,0,1,0
FF,93.2,-1.9112,6.2952,621141,571740,0,0,0,11,Top,R,L,3.34,1.56,93.031,2289,6.15,83,1,4,4,0,0,0,1,0,1,1
FF,93,-1.934,5.6446,641341,663586,1,0,2,10,Top,R,R,3.44,1.61,92.865,2470,6.399,77,2,4,4,0,1,0,1,0,1,0
FF,95.7,-1.8457,5.7429,641341,663586,0,0,2,10,Top,R,R,3.5178,1.6094,95.381,2522,6.163,77,1,4,4,0,1,0,1,0,1,0
FF,96.3,-1.8599,5.688,641341,645277,3,2,1,10,Top,R,L,3.3177,1.5494,96.059,2610,6.214,76,7,4,4,0,1,0,1,0,1,1
FF,95.9,-1.98,5.6442,641341,645277,3,2,1,10,Top,R,L,3.24,1.55,96.367,2710,6.618,76,6,4,4,0,1,0,1,0,1,1
FF,95.4,-1.8019,5.6277,641341,645277,3,1,1,10,Top,R,L,3.2917,1.5494,95.829,2624,6.583,76,5,4,4,0,0,1,1,0,1,1
FF,95.6,-1.9442,5.692,641341,645277,3,0,1,10,Top,R,L,3.2917,1.5494,95.144,2610,6.138,76,4,4,4,0,0,1,1,0,1,1
FF,95.2,-1.9619,5.6302,641341,645277,2,0,1,10,Top,R,L,3.1877,1.5494,95.641,2627,6.544,76,3,4,4,0,0,1,1,0,1,0
FF,96.5,-1.8165,5.6045,641341,645277,1,0,1,10,Top,R,L,3.2137,1.5494,96.872,2574,6.634,76,2,4,4,0,0,1,1,0,1,0
FF,95.8,-1.9259,5.7301,641341,645277,0,0,1,10,Top,R,L,3.3437,1.5494,95.798,2566,6.448,76,1,4,4,0,0,1,1,0,1,0
FF,95.2,-1.8276,5.6623,641341,621020,3,1,1,10,Top,R,R,3.5779,1.5494,95.045,2581,6.301,75,5,4,4,0,0,0,1,0,1,0
FF,95.5,-1.7602,5.6396,641341,621020,3,0,1,10,Top,R,R,3.6039,1.6694,95.733,2589,6.604,75,4,4,4,0,0,0,1,0,1,1
FF,96.7,-1.8386,5.6257,641341,621020,2,0,1,10,Top,R,R,3.656,1.6694,96.69,2650,6.47,75,3,4,4,0,0,0,1,0,1,0
FF,94.9,-1.7106,5.6582,641341,621020,1,0,1,10,Top,R,R,3.5779,1.6694,94.452,2485,6.13,75,2,4,4,0,0,0,1,0,1,0
SL,81.3,-2.0631,5.5142,641341,621020,0,0,1,10,Top,R,R,3.5518,1.6694,80.061,2445,5.65,75,1,4,4,0,0,0,1,0,1,0
FF,97.2,-1.5868,5.8154,641341,465041,1,2,0,10,Top,R,R,3.3877,1.5994,97.32,2791,6.505,74,5,4,4,0,0,0,1,0,1,1
FF,97.1,-1.622,5.7514,641341,465041,1,2,0,10,Top,R,R,3.31,1.6,97.523,2678,6.539,74,4,4,4,0,0,0,1,0,1,1
FF,94.6,-1.9055,5.6202,641341,465041,1,1,0,10,Top,R,R,3.3877,1.5994,94.645,2715,6.484,74,3,4,4,0,0,0,1,0,1,1
SL,80.6,-2.1569,5.4879,641341,465041,1,0,0,10,Top,R,R,3.2577,1.5994,80.723,2607,6.349,74,2,4,4,0,0,0,1,0,1,1
FF,94.9,-1.7277,5.7592,641341,465041,0,0,0,10,Top,R,R,3.4918,1.5994,94.952,2755,6.397,74,1,4,4,0,0,0,1,0,1,0
SL,78.9,3.6682,5.0715,623354,542364,1,2,2,9,Top,L,L,3.3137,1.6094,78.225,2628,6.072,70,5,4,4,0,0,0,1,0,1,1
SL,80,3.6706,5.1007,623354,542364,0,2,2,9,Top,L,L,3.3017,1.6094,78.785,2623,5.853,70,4,4,4,0,0,0,1,0,1,0
FF,87.8,3.5949,5.305,623354,542364,0,2,2,9,Top,L,L,3.38,1.61,87.857,2199,6.204,70,3,4,4,0,0,0,1,0,1,1
SL,78.7,3.4964,5.0484,623354,542364,0,1,2,9,Top,L,L,3.3017,1.6094,77.5,2594,5.685,70,2,4,4,0,0,0,1,0,1,1
SL,79.7,3.3988,5.0756,623354,542364,0,0,2,9,Top,L,L,3.4578,1.6094,79.197,2563,5.928,70,1,4,4,0,0,0,1,0,1,1
SL,78.9,3.5071,5.1776,623354,459964,3,2,1,9,Top,L,L,3.38,1.61,77.808,2604,5.887,69,7,4,4,0,0,0,1,0,1,0
SL,79.3,3.4915,5.1832,623354,459964,3,2,1,9,Top,L,L,3.11,1.58,78.098,2750,5.994,69,6,4,4,0,0,0,1,0,1,1
FF,89.1,3.5501,5.2962,623354,459964,2,2,1,9,Top,L,L,3.0318,1.5794,88.731,2266,6.15,69,5,4,4,0,0,0,1,0,1,0
SL,80.9,3.4724,5.1674,623354,459964,1,2,1,9,Top,L,L,3.0837,1.5794,80.236,2793,6.089,69,4,4,4,0,0,0,1,0,1,0
SL,79.6,3.4594,5.2009,623354,459964,0,2,1,9,Top,L,L,3.0318,1.5794,78.716,2768,5.954,69,3,4,4,0,0,0,1,0,1,0
SL,80.1,3.6058,5.1274,623354,459964,0,1,1,9,Top,L,L,3.0058,1.5794,79.299,2667,5.927,69,2,4,4,0,0,0,1,0,1,1
SL,79.6,3.5519,5.1338,623354,459964,0,0,1,9,Top,L,L,3.11,1.58,78.987,2796,6.01,69,1,4,4,0,0,0,1,0,1,1
FF,91.6,-3.6865,4.6731,623149,594807,1,1,0,9,Top,R,R,3.11,1.58,90.847,2399,5.962,68,3,4,4,0,0,0,1,0,1,0
SL,84.4,-3.7161,4.8102,623149,594807,0,1,0,9,Top,R,R,3.4618,1.6294,82.424,2123,5.668,68,2,4,4,0,0,0,1,0,1,0
SL,82,-3.6908,4.9338,623149,594807,0,0,0,9,Top,R,R,3.4618,1.6294,80.468,2199,5.438,68,1,4,4,0,0,0,1,0,1,1
SL,83.4,-3.7521,4.8521,623149,588751,1,2,0,9,Top,R,R,3.27,1.54,82.196,2285,5.689,67,4,3,4,0,0,0,1,1,0,0
SL,84.3,-3.7752,4.834,623149,588751,0,2,0,9,Top,R,R,3.2177,1.5394,82.742,2194,5.589,67,3,3,4,0,0,0,1,1,0,0
FF,91.7,-3.7628,4.7396,623149,588751,0,1,0,9,Top,R,R,3.3477,1.5394,90.551,2331,5.843,67,2,3,4,0,0,0,1,1,0,1
FF,90.3,-3.6237,4.8067,623149,588751,0,0,0,9,Top,R,R,3.2957,1.5394,90.05,2264,6.282,67,1,3,4,0,0,0,1,1,0,1
FF,94,-2.8297,4.7042,623149,455976,1,2,2,8,Top,R,L,3.5399,1.5594,94.191,2532,6.356,60,5,3,3,0,0,0,1,0,1,1
FF,92.9,-2.7753,4.6932,623149,455976,1,2,2,8,Top,R,L,3.54,1.7,92.447,2463,6.12,60,4,3,3,0,0,0,1,0,1,1
SL,84,-2.8276,4.9313,623149,455976,1,1,2,8,Top,R,L,3.5919,1.6994,82.62,2287,5.549,60,3,3,3,0,0,0,1,0,1,1
FF,93.3,-2.8923,4.6031,623149,455976,0,1,2,8,Top,R,L,3.6961,1.6994,92.722,2522,6.133,60,2,3,3,0,0,0,1,0,1,0
CH,82.4,-2.7162,4.7841,623149,455976,0,0,2,8,Top,R,L,3.54,1.7,82.185,1834,6.288,60,1,3,3,0,0,0,1,0,1,1
FF,93.1,-3.5483,4.6871,623149,663586,2,0,1,8,Top,R,R,3.54,1.7,92.709,2418,6.124,59,3,3,3,0,0,0,1,0,1,0
SL,83.8,-3.5665,4.9106,623149,663586,1,0,1,8,Top,R,R,3.4398,1.6094,82.629,2488,5.683,59,2,3,3,0,0,0,1,0,1,0
FF,92,-3.6101,4.7409,623149,663586,0,0,1,8,Top,R,R,3.5439,1.6094,91.539,2460,6.281,59,1,3,3,0,0,0,1,0,1,0
FF,93.1,-2.774,4.669,623149,645277,3,2,0,8,Top,R,L,3.24,1.55,92.698,2490,6.196,58,7,3,3,0,0,0,1,0,1,0
FF,93.6,-2.9071,4.596,623149,645277,3,2,0,8,Top,R,L,3.24,1.55,93.769,2374,6.476,58,6,3,3,0,0,0,1,0,1,1
SL,82.1,-2.7838,4.9903,623149,645277,3,1,0,8,Top,R,L,3.24,1.55,81.092,2312,5.787,58,5,3,3,0,0,0,1,0,1,1
FF,92.5,-2.7307,4.7854,623149,645277,2,1,0,8,Top,R,L,3.1358,1.5494,91.935,2409,6.037,58,4,3,3,0,0,0,1,0,1,0
FF,92.3,-2.7484,4.8061,623149,645277,2,0,0,8,Top,R,L,3.24,1.55,92.713,2332,6.503,58,3,3,3,0,0,0,1,0,1,1
FF,92.2,-2.9341,4.6939,623149,645277,1,0,0,8,Top,R,L,3.2397,1.5494,91.387,2329,5.794,58,2,3,3,0,0,0,1,0,1,0
FF,91.2,-2.8314,4.7535,623149,645277,0,0,0,8,Top,R,L,3.2397,1.5494,91.913,2347,6.619,58,1,3,3,0,0,0,1,0,1,0
SI,98.4,-1.353,6.2763,592789,621020,1,2,2,7,Top,R,R,3.5518,1.6694,99.357,2190,6.966,54,4,3,3,0,0,1,1,0,1,1
SL,90.6,-1.3321,6.2626,592789,621020,0,2,2,7,Top,R,R,3.4998,1.6694,90.041,2203,6.175,54,3,3,3,0,0,1,1,0,1,0
SI,98,-1.17,6.327,592789,621020,0,1,2,7,Top,R,R,3.5779,1.6694,99.828,2136,7.15,54,2,3,3,0,0,1,1,0,1,1
SI,98.3,-1.2845,6.2695,592789,621020,0,0,2,7,Top,R,R,3.5,1.67,98.261,2213,6.369,54,1,3,3,0,0,1,1,0,1,1
SL,91.7,-1.3777,6.3076,592789,465041,1,2,1,7,Top,R,R,3.3357,1.5994,91.294,2277,6.21,53,4,3,3,0,0,1,1,0,1,1
FF,98.8,-1.3731,6.2847,592789,465041,1,1,1,7,Top,R,R,3.3097,1.5994,98.985,2237,6.498,53,3,3,3,0,0,1,1,0,1,1
FF,98.1,-1.4083,6.2159,592789,465041,1,0,1,7,Top,R,R,3.3877,1.5994,98.594,2252,6.71,53,2,3,3,0,0,1,1,0,1,1
FF,98.9,-1.4296,6.3195,592789,465041,0,0,1,7,Top,R,R,3.3097,1.5994,98.726,2230,6.384,53,1,3,3,0,0,1,1,0,1,0
CH,91.9,-1.4132,6.2199,592789,542364,1,2,0,7,Top,R,L,3.2238,1.6094,92.346,1619,6.589,52,5,3,3,0,0,1,1,0,1,1
CH,92,-1.3958,6.2284,592789,542364,1,2,0,7,Top,R,L,3.38,1.61,92.283,1572,6.634,52,4,3,3,0,0,1,1,0,1,1
CH,92.3,-1.4179,6.2004,592789,542364,0,2,0,7,Top,R,L,3.2757,1.6094,94.13,1610,7.309,52,3,3,3,0,0,1,1,0,1,0
SI,98.1,-1.3641,6.3284,592789,542364,0,1,0,7,Top,R,L,3.38,1.61,98.384,2067,6.565,52,2,3,3,0,0,1,1,0,1,1
SI,98.2,-1.3875,6.3251,592789,542364,0,0,0,7,Top,R,L,3.3797,1.6094,98.286,2129,6.404,52,1,3,3,0,0,1,1,0,1,1
SI,98.7,-1.1368,6.3326,592789,459964,3,2,0,7,Top,R,L,3.0837,1.5794,98.771,2121,6.427,51,7,3,3,0,0,0,1,0,1,0
CH,93.1,-1.5199,6.2642,592789,459964,3,2,0,7,Top,R,L,3.11,1.58,93.412,1514,6.529,51,6,3,3,0,0,0,1,0,1,1
FF,99,-1.4469,6.3129,592789,459964,3,1,0,7,Top,R,L,3.0318,1.5794,98.952,2317,6.183,51,5,3,3,0,0,0,1,0,1,1
SI,98.2,-1.3241,6.348,592789,459964,2,1,0,7,Top,R,L,3.0837,1.5794,98.451,2081,6.233,51,4,3,3,0,0,0,1,0,1,0
CU,81.9,-1.3767,6.2796,592789,459964,1,1,0,7,Top,R,L,3.1356,1.5794,81.556,2291,6.083,51,3,3,3,0,0,0,1,0,1,0
CH,91.9,-1.4425,6.279,592789,459964,1,0,0,7,Top,R,L,3.11,1.58,92.333,1575,6.555,51,2,3,3,0,0,0,1,0,1,1
SI,97.9,-1.1877,6.4127,592789,459964,0,0,0,7,Top,R,L,3.0837,1.5794,98.372,2047,6.509,51,1,3,3,0,0,0,1,0,1,0
CU,82.4,-1.4607,6.2723,592789,435263,2,2,2,6,Top,R,L,3.1818,1.6794,82.077,2374,6.201,47,5,3,3,0,0,0,1,0,1,1
FF,98.8,-1.4897,6.3162,592789,435263,2,1,2,6,Top,R,L,3.39,1.68,100.112,2387,6.808,47,4,3,3,0,0,0,1,0,1,1
SL,90.4,-1.4455,6.3429,592789,435263,1,1,2,6,Top,R,L,3.3897,1.6794,90.224,2103,6.033,47,3,3,3,0,0,0,1,0,1,0
CH,92.7,-1.6071,6.2307,592789,435263,0,1,2,6,Top,R,L,3.2597,1.6794,93.133,1521,6.716,47,2,3,3,0,0,0,1,0,1,0
CU,82.1,-1.3883,6.2109,592789,435263,0,0,2,6,Top,R,L,3.3897,1.6794,81.812,2406,6.2,47,1,3,3,0,0,0,1,0,1,1
FF,98,-1.2271,6.3495,592789,588751,1,2,1,6,Top,R,R,3.3217,1.5394,98.592,2160,6.503,46,4,3,3,0,0,0,1,0,1,1
SI,97.7,-1.4426,6.3505,592789,588751,1,1,1,6,Top,R,R,3.27,1.54,98.863,2204,6.713,46,3,3,3,0,0,0,1,0,1,1
CH,91.8,-1.4638,6.1985,592789,588751,0,1,1,6,Top,R,R,3.2437,1.5394,92.274,1632,6.793,46,2,3,3,0,0,0,1,0,1,0
SL,91.3,-1.5199,6.3543,592789,588751,0,0,1,6,Top,R,R,3.2697,1.5394,91.454,2002,6.378,46,1,3,3,0,0,0,1,0,1,1
CH,91,-1.5175,6.2151,592789,455976,2,1,0,6,Top,R,L,3.54,1.7,91.696,1645,6.672,45,4,3,3,0,0,0,1,0,1,0
FF,97.6,-1.6072,6.3078,592789,455976,1,1,0,6,Top,R,L,3.6179,1.6994,98.016,2121,6.588,45,3,3,3,0,0,0,1,0,1,0
SI,96.2,-1.487,6.3816,592789,455976,1,0,0,6,Top,R,L,3.644,1.6994,96.201,2138,6.232,45,2,3,3,0,0,0,1,0,1,1
CU,79.6,-1.4396,6.3137,592789,455976,0,0,0,6,Top,R,L,3.6179,1.6994,79.276,2285,6.186,45,1,3,3,0,0,0,1,0,1,0
SI,98.7,-1.1717,6.366,592789,663586,0,2,2,5,Top,R,R,3.4137,1.6092,99.804,2183,6.925,40,3,3,3,0,0,0,1,0,1,1
CU,80.7,-1.4668,6.2767,592789,663586,0,1,2,5,Top,R,R,3.44,1.61,79.966,2372,5.929,40,2,3,3,0,0,0,1,0,1,1
SL,90.7,-1.5355,6.3279,592789,663586,0,0,2,5,Top,R,R,3.3877,1.6092,90.458,2257,6.14,40,1,3,3,0,0,0,1,0,1,1
CU,80.3,-1.5339,6.2412,592789,645277,0,2,1,5,Top,R,L,2.998,1.4287,79.982,2382,6.115,39,3,3,3,0,0,0,1,0,1,1
CU,81.7,-1.3494,6.2618,592789,645277,0,1,1,5,Top,R,L,3.0319,1.5492,81.04,2425,6.005,39,2,3,3,0,0,0,1,0,1,1
SI,97,-1.371,6.3498,592789,645277,0,0,1,5,Top,R,L,3.24,1.55,96.794,2180,6.328,39,1,3,3,0,0,0,1,0,1,1
SI,96.8,-1.5009,6.403,592789,621020,0,0,0,5,Top,R,R,3.5,1.67,96.95,2121,6.574,38,1,3,3,0,0,0,1,0,1,0
CU,83.2,-1.415,6.2371,592789,647336,1,2,2,4,Top,R,R,3.2857,1.6092,82.636,2379,6.069,33,4,3,3,0,0,0,1,0,1,1
FF,97.7,-1.4246,6.3049,592789,647336,1,1,2,4,Top,R,R,3.3637,1.6092,98.401,2288,6.629,33,3,3,3,0,0,0,1,0,1,1
SI,97.9,-1.3178,6.3592,592789,647336,1,0,2,4,Top,R,R,3.3637,1.6092,98.887,2180,6.803,33,2,3,3,0,0,0,1,0,1,1
FF,98.2,-1.4083,6.3315,592789,647336,0,0,2,4,Top,R,R,3.4417,1.6092,98.638,2255,6.612,33,1,3,3,0,0,0,1,0,1,0
FF,98.2,-1.4633,6.286,592789,542364,1,0,2,4,Top,R,L,3.38,1.61,98.195,2385,6.496,32,2,1,3,0,0,1,1,1,0,0
SI,98.3,-1.4295,6.3094,592789,542364,0,0,2,4,Top,R,L,3.3017,1.6092,99.036,2195,6.758,32,1,1,3,0,0,1,1,1,0,0
CH,91.7,-1.502,6.2686,592789,459964,0,2,2,4,Top,R,L,2.9798,1.5792,92.552,1667,6.592,31,5,1,3,0,0,0,1,1,0,0
SL,91.6,-1.525,6.3883,592789,459964,0,2,2,4,Top,R,L,3.11,1.58,89.881,2188,5.146,31,4,1,3,0,0,0,1,1,0,1
SL,90.6,-1.426,6.2963,592789,459964,0,2,2,4,Top,R,L,3.0317,1.5792,89.695,2198,5.861,31,3,1,3,0,0,0,1,1,0,1
FF,98.1,-1.5768,6.3006,592789,459964,0,1,2,4,Top,R,L,3.11,1.58,99.069,2232,6.718,31,2,1,3,0,0,0,1,1,0,1
FF,98.7,-1.5497,6.2984,592789,459964,0,0,2,4,Top,R,L,3.1096,1.5792,100.276,2179,6.987,31,1,1,3,0,0,0,1,1,0,1
FF,98.4,-1.5712,6.2767,592789,435263,1,1,1,4,Top,R,L,3.39,1.68,98.75,2257,6.326,30,3,1,3,0,0,0,1,1,0,0
SI,97.9,-1.5539,6.3455,592789,435263,0,1,1,4,Top,R,L,3.4938,1.6793,98.058,2195,6.409,30,2,1,3,0,0,0,1,1,0,0
SI,98.2,-1.5036,6.4085,592789,435263,0,0,1,4,Top,R,L,3.5198,1.6793,98.345,2178,6.374,30,1,1,3,0,0,0,1,1,0,1
CH,91.8,-1.5198,6.2198,592789,588751,1,2,0,4,Top,R,R,3.39,1.68,92.228,1573,6.429,29,4,1,3,0,0,0,1,1,0,0
SL,92.7,-1.4027,6.3359,592789,588751,0,2,0,4,Top,R,R,3.2177,1.5392,93.098,2140,6.595,29,3,1,3,0,0,0,1,1,0,0
SL,92,-1.6043,6.3622,592789,588751,0,1,0,4,Top,R,R,3.1657,1.5392,92.437,2179,6.563,29,2,1,3,0,0,0,1,1,0,1
SL,91.2,-1.5618,6.3133,592789,588751,0,0,0,4,Top,R,R,3.2697,1.5392,91.749,2122,6.543,29,1,1,3,0,0,0,1,1,0,1
CH,91.7,-1.5606,6.209,592789,455976,0,1,2,3,Top,R,L,3.11,1.49,92.27,1614,6.675,25,2,1,3,0,0,1,1,1,0,0
SI,98.1,-1.3355,6.242,592789,455976,0,0,2,3,Top,R,L,3.6179,1.6993,98.35,2145,6.678,25,1,1,3,0,0,1,1,1,0,1
SI,99.1,-1.3937,6.2998,592789,518692,3,2,2,3,Top,R,L,3.7061,1.7493,99.251,2149,6.553,24,6,1,3,0,0,0,1,1,0,0
FF,99.2,-1.4026,6.3077,592789,518692,2,2,2,3,Top,R,L,3.7061,1.7493,99.955,2321,6.732,24,5,1,3,0,0,0,1,1,0,0
FF,98.9,-1.4509,6.3313,592789,518692,2,1,2,3,Top,R,L,3.7061,1.7493,99.815,2325,6.897,24,4,1,3,0,0,0,1,1,0,1
CH,91.9,-1.4034,6.1959,592789,518692,1,1,2,3,Top,R,L,3.68,1.7493,92.815,1655,7.021,24,3,1,3,0,0,0,1,1,0,0
CH,91.8,-1.5906,6.2553,592789,518692,0,1,2,3,Top,R,L,3.6539,1.7493,92.445,1592,6.542,24,2,1,3,0,0,0,1,1,0,0
SI,97.7,-1.4812,6.3985,592789,518692,0,0,2,3,Top,R,L,3.55,1.75,96.778,2133,5.872,24,1,1,3,0,0,0,1,1,0,1
CH,91.2,-1.5539,6.1902,592789,645277,1,1,1,3,Top,R,L,3.24,1.55,92.586,1638,7.022,23,3,1,3,0,0,0,1,1,0,0
FF,98.5,-1.7056,6.4262,592789,645277,0,1,1,3,Top,R,L,3.0578,1.5492,98.688,2268,6.47,23,2,1,3,0,0,0,1,1,0,0
SI,97.4,-1.4414,6.3176,592789,645277,0,0,1,3,Top,R,L,3.1098,1.5492,98.407,2205,6.927,23,1,1,3,0,0,0,1,1,0,1
SI,97.8,-1.3228,6.4157,592789,621020,1,0,0,3,Top,R,R,3.5,1.67,97.446,2125,6.16,22,2,1,3,0,0,0,1,1,0,0
FF,96.4,-1.5638,6.362,592789,621020,0,0,0,3,Top,R,R,3.6039,1.6693,96.529,2005,6.324,22,1,1,3,0,0,0,1,1,0,0
SL,93.1,-1.4124,6.3582,592789,647336,0,2,2,2,Top,R,R,3.39,1.61,93.151,2063,6.249,16,4,1,3,0,0,0,1,1,0,0
FF,98.2,-1.5057,6.3903,592789,647336,0,2,2,2,Top,R,R,3.39,1.61,98.583,2203,6.698,16,3,1,3,0,0,0,1,1,0,1
FF,97.4,-1.4118,6.3597,592789,647336,0,1,2,2,Top,R,R,3.3377,1.6092,97.905,2191,6.749,16,2,1,3,0,0,0,1,1,0,1
FF,97,-1.426,6.3485,592789,647336,0,0,2,2,Top,R,R,3.4678,1.6092,97.562,2127,6.795,16,1,1,3,0,0,0,1,1,0,1
SI,97.9,-1.5802,6.3811,592789,542364,0,0,1,2,Top,R,L,3.38,1.61,97.312,2158,6.34,15,1,1,3,0,0,0,1,1,0,0
FF,97,-1.3917,6.3443,592789,459964,2,1,0,2,Top,R,L,3.38,1.61,96.063,2109,6.388,14,4,1,3,0,0,0,1,1,0,0
FF,97.7,-1.6508,6.2879,592789,459964,2,0,0,2,Top,R,L,3.0058,1.5792,97.363,2126,6.338,14,3,1,3,0,0,0,1,1,0,1
SI,96.3,-1.3893,6.4315,592789,459964,1,0,0,2,Top,R,L,2.9279,1.5792,95.781,2100,6.487,14,2,1,3,0,0,0,1,1,0,0
CU,81.6,-1.5457,6.3053,592789,459964,0,0,0,2,Top,R,L,2.9279,1.5792,81.018,2230,6.301,14,1,1,3,0,0,0,1,1,0,0
FF,98.8,-1.4417,6.3357,592789,435263,0,1,2,1,Top,R,L,3.48,1.67,99.917,2166,6.834,6,2,1,0,0,1,1,1,0,0,0
FF,98.6,-1.4919,6.2902,592789,435263,0,0,2,1,Top,R,L,3.4417,1.6793,99.278,2154,6.646,6,1,1,0,0,1,1,1,0,0,1
SI,98.2,-1.4588,6.4328,592789,588751,1,0,2,1,Top,R,R,3.27,1.54,98.674,2137,6.506,5,2,0,0,0,1,1,1,0,1,0
FF,98.4,-1.428,6.312,592789,588751,0,0,2,1,Top,R,R,3.2957,1.5392,98.892,2110,6.49,5,1,0,0,0,1,1,1,0,1,0
SI,98.3,-1.5301,6.335,592789,455976,3,0,2,1,Top,R,L,3.67,1.6993,99.25,2155,6.711,4,4,0,0,0,1,0,1,0,1,0
SL,89.9,-1.5467,6.3323,592789,455976,2,0,2,1,Top,R,L,3.67,1.6993,89.742,2207,6.194,4,3,0,0,0,1,0,1,0,1,0
FF,98.2,-1.6968,6.2755,592789,455976,1,0,2,1,Top,R,L,3.67,1.6993,98.754,2145,6.51,4,2,0,0,0,1,0,1,0,1,0
FF,98.2,-1.5025,6.4343,592789,455976,0,0,2,1,Top,R,L,3.7221,1.6993,98.283,2196,6.393,4,1,0,0,0,1,0,1,0,1,0
CH,92.6,-1.5003,6.1921,592789,518692,1,2,1,1,Top,R,L,3.6539,1.7493,93.699,1578,7.036,3,5,0,0,0,1,0,1,0,1,1
SL,90.2,-1.4628,6.31,592789,518692,0,2,1,1,Top,R,L,3.6279,1.7493,89.521,2218,6.093,3,4,0,0,0,1,0,1,0,1,0
SI,99.2,-1.4767,6.3505,592789,518692,0,2,1,1,Top,R,L,3.55,1.75,99.981,2106,6.759,3,3,0,0,0,1,0,1,0,1,1
SI,98.7,-1.3998,6.348,592789,518692,0,1,1,1,Top,R,L,3.55,1.75,99.659,2225,6.855,3,2,0,0,0,1,0,1,0,1,1
FF,98.7,-1.461,6.3692,592789,518692,0,0,1,1,Top,R,L,3.6539,1.7493,99.448,2220,6.572,3,1,0,0,0,1,0,1,0,1,1
SI,99.3,-1.6588,6.2898,592789,645277,1,2,0,1,Top,R,L,3.55,1.75,99.502,2186,6.524,2,4,0,0,0,1,0,1,0,1,0
SL,91.8,-1.4801,6.3738,592789,645277,0,2,0,1,Top,R,L,3.2916,1.5492,91.649,2283,6.196,2,3,0,0,0,1,0,1,0,1,0
FF,98.5,-1.5451,6.2861,592789,645277,0,1,0,1,Top,R,L,3.24,1.55,99.461,2131,7.038,2,2,0,0,0,1,0,1,0,1,1
FF,98,-1.6821,6.3033,592789,645277,0,0,0,1,Top,R,L,3.2656,1.5492,99.831,2109,7.554,2,1,0,0,0,1,0,1,0,1,1
SL,91.6,-1.5375,6.2722,592789,621020,0,1,0,1,Top,R,R,3.5,1.67,91.401,1953,6.349,1,2,0,0,0,0,0,1,0,1,0
