pitch_type,release_speed,release_pos_x,release_pos_z,pitcher,batter,balls,strikes,outs_when_up,inning,inning_topbot,p_throws,stand,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,at_bat_number,pitch_number,bat_score,fld_score,on_3b_dum,on_2b_dum,on_1b_dum,pitcher_is_home,pitcher_is_winning,tied,is_strike
CH,89.4,-1.6621,5.5529,554430,455976,1,1,1,1,Bot,R,L,3.4332,1.622,89.725,1889,6.245,8,3,1,0,0,1,1,0,0,0,0
FF,98,-1.5466,5.627,554430,455976,1,0,1,1,Bot,R,L,3.47,1.65,98.647,2296,6.462,8,2,1,0,0,1,1,0,0,0,1
FF,99,-1.5156,5.6199,554430,455976,0,0,1,1,Bot,R,L,3.4612,1.6805,99.949,2459,6.681,8,1,1,0,0,1,1,0,0,0,0
SL,93.1,-1.5792,5.4895,554430,518626,0,0,1,1,Bot,R,R,3.33,1.58,94.608,2315,6.648,7,1,1,0,0,0,1,0,0,0,0
FT,98.8,-1.6191,5.5973,554430,518692,0,2,1,1,Bot,R,L,3.33,1.58,100.024,2154,6.666,6,4,1,0,0,0,0,0,0,0,0
CH,90.1,-1.7951,5.5588,554430,518692,0,2,1,1,Bot,R,L,3.54,1.72,91.123,2019,6.766,6,3,1,0,0,0,0,0,0,0,1
FT,98.7,-1.6165,5.6654,554430,518692,0,1,1,1,Bot,R,L,3.503,1.7307,99.481,2282,6.433,6,2,1,0,0,0,0,0,0,0,1
FF,97.6,-1.6823,5.6699,554430,518692,0,0,1,1,Bot,R,L,3.54,1.72,98.637,2194,6.607,6,1,1,0,0,0,0,0,0,0,1
FF,98.2,-1.6483,5.6862,554430,621020,0,0,0,1,Bot,R,R,3.54,1.72,99.431,2354,6.578,5,1,1,0,0,0,0,0,0,0,0
SL,92.7,-1.7931,5.6847,554430,660670,2,2,0,1,Bot,R,R,3.49,1.64,92.915,2354,6.14,4,5,0,0,0,0,0,0,0,1,0
FT,97.8,-1.6824,5.5613,554430,660670,2,1,0,1,Bot,R,R,3.49,1.64,99.219,2244,6.732,4,4,0,0,0,0,0,0,0,1,1
SL,94.2,-1.7737,5.6173,554430,660670,1,1,0,1,Bot,R,R,3.408,1.6229,94.899,2365,6.393,4,3,0,0,0,0,0,0,0,1,0
FT,97.5,-1.5501,5.7974,554430,660670,1,0,0,1,Bot,R,R,3.49,1.64,97.913,2266,6.456,4,2,0,0,0,0,0,0,0,1,1
FF,97.4,-1.6813,5.693,554430,660670,0,0,0,1,Bot,R,R,3.3686,1.5844,98.09,2305,6.561,4,1,0,0,0,0,0,0,0,1,0
FF,88.9,-1.2096,5.8793,446481,660670,2,1,2,8,Bot,R,R,3.48,1.63,88.819,2188,5.818,79,4,15,1,0,0,0,0,0,0,0
FF,87.2,-0.8394,5.9919,446481,660670,1,1,2,8,Bot,R,R,3.6646,1.7023,86.576,2114,5.392,79,3,15,1,0,0,0,0,0,0,0
FF,87.3,-1.1622,5.8835,446481,660670,1,0,2,8,Bot,R,R,3.48,1.63,87.038,2225,5.663,79,2,15,1,0,0,0,0,0,0,1
FF,87.6,-1.138,6.0515,446481,660670,0,0,2,8,Bot,R,R,3.6069,1.6893,87.399,2114,5.761,79,1,15,1,0,0,0,0,0,0,0
SL,85.6,-1.1893,5.9158,446481,518586,0,0,1,8,Bot,R,R,3.4,1.58,85.519,2056,5.714,78,1,15,1,0,0,0,0,0,0,0
CU,72.1,-1.0513,5.7584,446481,452095,0,2,0,8,Bot,R,R,3.4,1.58,71.565,2227,5.493,77,4,15,1,0,0,0,0,0,0,1
FF,86.9,-1.1622,6.0816,446481,452095,0,2,0,8,Bot,R,R,3.4,1.57,86.255,2134,5.664,77,3,15,1,0,0,0,0,0,0,1
SL,84.5,-1.1699,6.0151,446481,452095,0,1,0,8,Bot,R,R,3.4717,1.6258,83.433,2081,5.356,77,2,15,1,0,0,0,0,0,0,1
SL,82.1,-1.085,6.1792,446481,452095,0,0,0,8,Bot,R,R,3.5833,1.6099,81.359,1875,5.609,77,1,15,1,0,0,0,0,0,0,1
CU,75.7,-1.997,6.1407,595191,645277,1,0,2,7,Bot,R,L,3.26,1.53,74.84,2775,5.409,72,2,15,1,0,1,1,0,0,0,0
CU,74.7,-2.0114,6.159,595191,645277,0,0,2,7,Bot,R,L,3.0748,1.4373,73.842,2801,5.44,72,1,15,1,0,1,1,0,0,0,0
FF,89.8,-1.8145,6.1227,595191,663586,3,1,2,7,Bot,R,R,3.4,1.59,90.009,2427,6.352,71,5,14,1,1,0,1,0,0,0,0
FF,89.9,-1.9965,6.0251,595191,663586,3,0,2,7,Bot,R,R,3.392,1.582,89.876,2439,6.296,71,4,14,1,1,0,1,0,0,0,1
SL,82.7,-2.0678,6.0685,595191,663586,2,0,2,7,Bot,R,R,3.392,1.598,82.314,2793,6.022,71,3,14,1,1,0,1,0,0,0,0
FF,90.5,-1.915,6.0949,595191,663586,1,0,2,7,Bot,R,R,3.4477,1.598,90.32,2498,6.403,71,2,14,1,1,0,1,0,0,0,0
CU,76.1,-1.9995,6.1598,595191,663586,0,0,2,7,Bot,R,R,3.3692,1.5129,75.643,2822,5.907,71,1,14,1,1,0,1,0,0,0,0
FF,91.4,-1.7833,6.2475,595191,455976,0,2,2,7,Bot,R,L,3.46,1.65,91.316,2545,6.077,70,3,13,1,1,1,0,0,0,0,0
FF,91.2,-1.8444,6.1017,595191,455976,0,1,2,7,Bot,R,L,3.46,1.65,90.987,2468,6.12,70,2,13,1,1,1,0,0,0,0,1
FF,90.3,-1.9431,6.168,595191,455976,0,0,2,7,Bot,R,L,3.46,1.65,90.334,2413,6.343,70,1,13,1,1,1,0,0,0,0,1
SL,84.4,-2.0379,6.0746,595191,518626,1,1,2,7,Bot,R,R,3.32,1.58,84.14,2660,5.93,69,3,13,1,0,0,1,0,0,0,0
FF,91.3,-1.8344,6.2228,595191,518626,0,1,2,7,Bot,R,R,3.3437,1.6194,91.508,2401,6.287,69,2,13,1,0,0,1,0,0,0,0
SL,84.2,-2.074,6.1008,595191,518626,0,0,2,7,Bot,R,R,3.32,1.58,83.918,2621,5.941,69,1,13,1,0,0,1,0,0,0,1
CU,75.5,-1.9206,6.2007,595191,518692,3,2,2,7,Bot,R,L,3.5074,1.7118,75.261,2799,5.896,68,7,13,1,0,0,0,0,0,0,0
CU,76.9,-1.9696,6.227,595191,518692,3,2,2,7,Bot,R,L,3.54,1.72,76.09,2891,5.563,68,6,13,1,0,0,0,0,0,0,1
CU,76,-1.9307,6.22,595191,518692,2,2,2,7,Bot,R,L,3.4914,1.6876,74.781,2708,5.338,68,5,13,1,0,0,0,0,0,0,0
FF,90,-2.0119,6.0373,595191,518692,2,1,2,7,Bot,R,L,3.54,1.72,90.481,2396,6.291,68,4,13,1,0,0,0,0,0,0,1
CU,74.9,-1.9904,6.144,595191,518692,2,0,2,7,Bot,R,L,3.4752,1.6876,74.119,2659,5.446,68,3,13,1,0,0,0,0,0,0,1
FF,90,-1.956,5.9948,595191,518692,1,0,2,7,Bot,R,L,3.5319,1.7119,90.769,2391,6.518,68,2,13,1,0,0,0,0,0,0,0
FF,89.6,-1.9693,6.2007,595191,518692,0,0,2,7,Bot,R,L,3.4832,1.7038,90.065,2448,6.265,68,1,13,1,0,0,0,0,0,0,0
CU,77.2,-1.9649,6.2872,595191,621020,1,2,1,7,Bot,R,R,3.54,1.72,76.271,2823,5.423,67,4,13,1,0,0,0,0,0,0,0
CU,75.8,-1.9543,6.231,595191,621020,0,2,1,7,Bot,R,R,3.4519,1.63,75.84,2716,6.001,67,3,13,1,0,0,0,0,0,0,0
CU,75.6,-2.0144,6.2588,595191,621020,0,1,1,7,Bot,R,R,3.46,1.63,74.554,2850,5.407,67,2,13,1,0,0,0,0,0,0,1
CU,75.1,-2.0678,6.23,595191,621020,0,0,1,7,Bot,R,R,3.4519,1.6219,74.19,2803,5.529,67,1,13,1,0,0,0,0,0,0,1
SL,85.3,-2.116,5.9804,595191,660670,2,0,1,7,Bot,R,R,3.48,1.63,85.439,2672,5.976,66,3,12,1,0,0,0,0,0,0,0
CU,74.9,-1.963,6.1891,595191,660670,1,0,1,7,Bot,R,R,3.4718,1.6218,75.952,2834,6.723,66,2,12,1,0,0,0,0,0,0,0
FF,89.9,-1.859,6.1641,595191,660670,0,0,1,7,Bot,R,R,3.4553,1.6053,90.575,2483,6.62,66,1,12,1,0,0,0,0,0,0,0
SL,83.9,-2.0466,6.0013,595191,458708,1,2,0,7,Bot,R,R,3.411,1.565,83.503,2625,5.86,65,4,12,1,0,0,0,0,0,0,1
CU,75.1,-1.9278,6.1546,595191,458708,0,2,0,7,Bot,R,R,3.3049,1.5195,74.423,2790,5.566,65,3,12,1,0,0,0,0,0,0,0
CU,73.3,-1.9715,6.2206,595191,458708,0,1,0,7,Bot,R,R,3.3438,1.5725,72.949,2742,5.861,65,2,12,1,0,0,0,0,0,0,1
FF,89.8,-1.9114,6.21,595191,458708,0,0,0,7,Bot,R,R,3.4856,1.5725,89.658,2431,6.154,65,1,12,1,0,0,0,0,0,0,1
FF,90.4,-2.034,6.1841,595191,452095,3,1,0,7,Bot,R,R,3.4,1.57,90.81,2333,6.299,64,5,10,1,0,1,0,0,0,0,0
FF,90.1,-1.9443,6.1148,595191,452095,2,1,0,7,Bot,R,R,3.3193,1.5458,90.234,2256,6.201,64,4,10,1,0,1,0,0,0,0,0
CU,75.5,-1.849,6.1947,595191,452095,1,1,0,7,Bot,R,R,3.3839,1.562,74.885,2625,5.636,64,3,10,1,0,1,0,0,0,0,0
SL,82.7,-2.2785,5.9906,595191,452095,1,0,0,7,Bot,R,R,3.4,1.57,82.076,2619,5.577,64,2,10,1,0,1,0,0,0,0,1
SL,82.6,-2.1799,6.1017,595191,452095,0,0,0,7,Bot,R,R,3.3277,1.4976,82.051,2585,5.542,64,1,10,1,0,1,0,0,0,0,0
CU,75.4,-2.0688,6.2227,595191,645277,1,1,0,7,Bot,R,L,3.26,1.53,74.887,2704,5.738,63,3,10,1,0,0,0,0,0,0,0
FF,89.9,-2.0725,6.1125,595191,645277,1,0,0,7,Bot,R,L,3.26,1.53,90.163,2453,6.311,63,2,10,1,0,0,0,0,0,0,1
CU,74.2,-2.0788,6.2052,595191,645277,0,0,0,7,Bot,R,L,3.0583,1.2816,73.521,2673,5.743,63,1,10,1,0,0,0,0,0,0,0
CH,81.1,2.5091,6.1825,608344,663586,2,1,2,6,Bot,L,R,3.45,1.67,80.954,1658,6.031,59,4,10,1,1,1,0,0,0,0,0
FF,86.6,2.424,6.355,608344,663586,1,1,2,6,Bot,L,R,3.4795,1.6298,86.682,1931,6.091,59,3,10,1,1,1,0,0,0,0,0
CH,80.1,2.5861,6.173,608344,663586,0,1,2,6,Bot,L,R,3.3918,1.5818,79.893,1558,5.866,59,2,10,1,1,1,0,0,0,0,0
FF,85.2,2.4378,6.3399,608344,663586,0,0,2,6,Bot,L,R,3.4,1.59,84.418,1915,5.595,59,1,10,1,1,1,0,0,0,0,1
FF,86.5,2.343,6.3358,608344,455976,2,1,1,6,Bot,L,L,3.46,1.65,85.744,2033,5.898,58,4,9,1,1,1,1,0,0,0,0
FF,87.5,2.3809,6.3634,608344,455976,1,1,1,6,Bot,L,L,3.3589,1.5955,87.244,1939,5.909,58,3,9,1,1,1,1,0,0,0,0
SL,82.1,2.5357,6.2569,608344,455976,0,1,1,6,Bot,L,L,3.381,1.5946,81.595,1964,5.557,58,2,9,1,1,1,1,0,0,0,0
FF,87.7,2.5036,6.3433,608344,455976,0,0,1,6,Bot,L,L,3.3528,1.5504,87.201,2010,5.979,58,1,9,1,1,1,1,0,0,0,1
FF,90.6,2.2371,6.3582,608344,518626,0,1,1,6,Bot,L,R,3.32,1.58,90.535,1962,6.129,57,2,9,1,0,1,1,0,0,0,0
CH,80.7,2.7649,6.1133,608344,518626,0,0,1,6,Bot,L,R,3.32,1.58,80.647,1566,5.906,57,1,9,1,0,1,1,0,0,0,1
FF,88,2.5158,6.3594,608344,518692,1,2,1,6,Bot,L,L,3.32,1.58,87.453,1974,5.662,56,4,9,1,0,0,1,0,0,0,0
FF,89.4,2.4556,6.28,608344,518692,1,1,1,6,Bot,L,L,3.54,1.72,88.911,1933,5.882,56,3,9,1,0,0,1,0,0,0,1
CH,79.7,2.6754,6.0736,608344,518692,0,1,1,6,Bot,L,L,3.3961,1.6,79.785,1576,5.991,56,2,9,1,0,0,1,0,0,0,0
CU,76.2,2.5587,6.376,608344,518692,0,0,1,6,Bot,L,L,3.54,1.72,74.781,1926,5.093,56,1,9,1,0,0,1,0,0,0,1
FF,87.5,2.3213,6.3544,608344,621020,1,2,0,6,Bot,L,R,3.54,1.72,87.361,1961,5.969,55,5,9,1,0,0,1,0,0,0,0
CH,82.6,2.5891,6.1846,608344,621020,0,2,0,6,Bot,L,R,3.4524,1.5767,82.872,1609,6.191,55,4,9,1,0,0,1,0,0,0,0
CH,81.4,2.5822,6.1577,608344,621020,0,2,0,6,Bot,L,R,3.46,1.63,80.739,1498,5.774,55,3,9,1,0,0,1,0,0,0,1
FF,86.9,2.3619,6.4142,608344,621020,0,1,0,6,Bot,L,R,3.46,1.63,86.014,1963,5.756,55,2,9,1,0,0,1,0,0,0,1
CU,73.4,2.481,6.3817,608344,621020,0,0,0,6,Bot,L,R,3.3726,1.5744,71.006,1934,5.015,55,1,9,1,0,0,1,0,0,0,1
CU,74.5,2.4014,6.5058,608344,660670,0,1,0,6,Bot,L,R,3.48,1.63,72.075,1946,4.564,54,2,9,1,0,0,0,0,0,0,0
SL,82.5,2.2694,6.5403,608344,660670,0,0,0,6,Bot,L,R,3.4875,1.63,81.333,1773,5.367,54,1,9,1,0,0,0,0,0,0,1
FF,90.9,2.5019,6.3993,608344,592314,0,2,2,5,Bot,L,R,3.27,1.55,90.577,1890,5.797,49,3,9,1,0,1,1,0,0,0,1
CH,80.8,2.8556,6.0881,608344,592314,0,1,2,5,Bot,L,R,3.26,1.46,80.138,1491,5.632,49,2,9,1,0,1,1,0,0,0,1
FF,86.9,2.3491,6.3573,608344,592314,0,0,2,5,Bot,L,R,3.26,1.46,86.229,1872,5.737,49,1,9,1,0,1,1,0,0,0,1
SL,83.3,2.5382,6.2496,608344,645277,0,0,2,5,Bot,L,R,3.26,1.53,82.386,1788,5.624,47,1,7,1,1,1,0,0,0,0,0
FF,90,2.285,6.4099,608344,663586,0,1,2,5,Bot,L,R,3.4,1.59,89.169,2150,5.797,46,2,7,1,0,0,1,0,0,0,0
CH,80.8,2.6364,6.248,608344,663586,0,0,2,5,Bot,L,R,3.4,1.59,80.164,1550,5.715,46,1,7,1,0,0,1,0,0,0,1
CH,82.8,2.3849,6.3806,608344,455976,0,0,2,5,Bot,L,L,3.46,1.65,82.29,1582,5.591,45,1,7,1,0,0,0,0,0,0,0
CH,83.9,2.5141,6.2279,608344,518626,2,2,1,5,Bot,L,R,3.32,1.58,83.373,1718,5.88,44,6,7,1,0,0,0,0,0,0,0
FF,88.8,2.2434,6.7081,608344,518626,1,2,1,5,Bot,L,R,3.4262,1.6635,86.93,1962,5.309,44,5,7,1,0,0,0,0,0,0,0
FF,89.5,2.2121,6.6424,608344,518626,1,2,1,5,Bot,L,R,3.32,1.58,88.491,1977,5.506,44,4,7,1,0,0,0,0,0,0,1
CH,81.7,2.7222,6.3108,608344,518626,1,1,1,5,Bot,L,R,3.32,1.58,81.409,1565,5.452,44,3,7,1,0,0,0,0,0,0,1
FF,89.4,2.3789,6.5304,608344,518626,0,1,1,5,Bot,L,R,3.3843,1.6041,88.039,1929,5.203,44,2,7,1,0,0,0,0,0,0,0
FF,87.7,2.2686,6.5656,608344,518626,0,0,1,5,Bot,L,R,3.4727,1.6443,86.298,1904,5.247,44,1,7,1,0,0,0,0,0,0,1
CH,83.3,2.6593,6.2388,608344,518692,2,2,0,5,Bot,L,L,3.54,1.72,82.281,1644,5.456,43,5,7,1,0,0,0,0,0,0,1
SL,81.3,2.4927,6.3645,608344,518692,2,1,0,5,Bot,L,L,3.5318,1.7282,80.334,2007,5.2,43,4,7,1,0,0,0,0,0,0,1
FF,87.6,2.3794,6.5249,608344,518692,2,0,0,5,Bot,L,L,3.4992,1.6792,87.66,1971,5.997,43,3,7,1,0,0,0,0,0,0,1
CH,81.2,2.6172,6.2807,608344,518692,1,0,0,5,Bot,L,L,3.523,1.7285,79.841,1640,5.189,43,2,7,1,0,0,0,0,0,0,0
SL,82.5,2.468,6.3962,608344,518692,0,0,0,5,Bot,L,L,3.5315,1.7285,82.119,1998,5.613,43,1,7,1,0,0,0,0,0,0,0
SL,86.2,2.6369,6.2662,608344,621020,0,0,2,4,Bot,L,R,3.46,1.63,86.113,2071,5.733,36,1,7,0,0,0,1,0,0,0,0
FF,90.4,2.4969,6.4247,608344,660670,2,2,2,4,Bot,L,R,3.48,1.63,89.623,1989,5.588,35,6,6,0,0,1,0,0,0,0,0
CH,83,2.5118,6.2101,608344,660670,2,2,2,4,Bot,L,R,3.48,1.63,83.217,1571,5.961,35,5,6,0,0,1,0,0,0,0,1
FF,88.1,2.4424,6.283,608344,660670,2,1,2,4,Bot,L,R,3.4482,1.6141,87.672,1705,5.851,35,4,6,0,0,1,0,0,0,0,1
CH,83.6,2.6037,6.1278,608344,660670,2,0,2,4,Bot,L,R,3.48,1.63,83.511,1566,6.147,35,3,6,0,0,1,0,0,0,0,1
FF,89.2,2.4704,6.3033,608344,660670,1,0,2,4,Bot,L,R,3.4482,1.622,88.208,1796,5.581,35,2,6,0,0,1,0,0,0,0,0
CH,82.1,2.6807,6.1458,608344,660670,0,0,2,4,Bot,L,R,3.3767,1.622,81.91,1470,6.051,35,1,6,0,0,1,0,0,0,0,0
FF,88.9,2.6133,6.2542,608344,592314,0,0,1,4,Bot,L,R,3.26,1.46,88.485,1943,5.842,34,1,5,0,1,0,1,0,0,0,0
FF,89.6,2.4005,6.3408,608344,452095,3,1,1,4,Bot,L,R,3.4,1.57,88.9,1875,5.591,33,5,5,0,0,0,1,0,0,0,0
FF,90,2.5038,6.2895,608344,452095,2,1,1,4,Bot,L,R,3.3922,1.5622,89.533,1913,5.533,33,4,5,0,0,0,1,0,0,0,0
CH,81.6,2.6021,6.2398,608344,452095,2,0,1,4,Bot,L,R,3.4078,1.5778,81.546,1630,5.894,33,3,5,0,0,0,1,0,0,0,1
FF,88.9,2.4639,6.2649,608344,452095,1,0,1,4,Bot,L,R,3.3923,1.5778,88.545,1875,5.891,33,2,5,0,0,0,1,0,0,0,0
CH,82.7,2.7614,6.1202,608344,452095,0,0,1,4,Bot,L,R,3.4075,1.57,82.529,1494,5.753,33,1,5,0,0,0,1,0,0,0,0
CH,84.2,2.5801,6.2281,608344,645277,2,2,1,4,Bot,L,R,3.26,1.53,83.579,1670,5.642,32,5,5,0,0,0,0,0,0,0,0
FF,91.5,2.3929,6.3835,608344,645277,1,2,1,4,Bot,L,R,3.2839,1.5857,90.659,1996,5.637,32,4,5,0,0,0,0,0,0,0,0
FF,89.9,2.2216,6.5184,608344,645277,1,1,1,4,Bot,L,R,3.26,1.53,88.956,2037,5.587,32,3,5,0,0,0,0,0,0,0,1
FF,89.9,2.4524,6.4795,608344,645277,1,0,1,4,Bot,L,R,3.3315,1.5936,88.796,1914,5.445,32,2,5,0,0,0,0,0,0,0,1
FF,90.3,2.3473,6.522,608344,645277,0,0,1,4,Bot,L,R,3.2441,1.4743,89.189,1980,5.482,32,1,5,0,0,0,0,0,0,0,0
CH,81.9,2.5213,6.3423,608344,663586,2,2,0,4,Bot,L,R,3.4,1.59,80.679,1573,5.444,31,6,5,0,0,0,0,0,0,0,1
FF,90.7,2.3402,6.4896,608344,663586,2,2,0,4,Bot,L,R,3.4,1.59,90.091,2056,5.545,31,5,5,0,0,0,0,0,0,0,1
CH,81.7,2.4845,6.3266,608344,663586,1,2,0,4,Bot,L,R,3.3461,1.4821,80.9,1624,5.451,31,4,5,0,0,0,0,0,0,0,0
CH,81.9,2.5683,6.4058,608344,663586,1,1,0,4,Bot,L,R,3.4,1.59,80.608,1570,5.233,31,3,5,0,0,0,0,0,0,0,1
FF,88.1,2.2591,6.5522,608344,663586,1,0,0,4,Bot,L,R,3.4,1.59,87.32,1877,5.525,31,2,5,0,0,0,0,0,0,0,1
FF,86.2,2.3305,6.5466,608344,663586,0,0,0,4,Bot,L,R,3.3919,1.5981,85.247,1870,5.401,31,1,5,0,0,0,0,0,0,0,0
FF,90.9,2.244,6.5944,608344,455976,0,1,2,3,Bot,L,L,3.46,1.65,89.13,2062,5.203,26,2,5,0,0,0,0,0,0,0,0
SL,85.7,2.4039,6.4622,608344,455976,0,0,2,3,Bot,L,L,3.364,1.658,85.032,1996,5.512,26,1,5,0,0,0,0,0,0,0,1
CH,83.8,2.5956,6.2644,608344,518626,0,0,2,3,Bot,L,R,3.32,1.58,83.853,1529,5.943,25,1,3,0,0,0,1,0,0,0,0
FF,93,2.4779,6.3893,608344,518692,2,2,1,3,Bot,L,L,3.54,1.72,92.393,2066,5.65,24,5,3,0,0,0,1,0,0,0,1
CH,83.9,2.7,6.1904,608344,518692,2,1,1,3,Bot,L,L,3.54,1.72,83.455,1669,5.903,24,4,3,0,0,0,1,0,0,0,1
CH,84,2.5946,6.2163,608344,518692,2,0,1,3,Bot,L,L,3.54,1.72,83.676,1671,5.817,24,3,3,0,0,0,1,0,0,0,1
FF,91.5,2.3556,6.4473,608344,518692,1,0,1,3,Bot,L,L,3.5475,1.7275,90.933,1968,5.669,24,2,3,0,0,0,1,0,0,0,0
FF,90.8,2.4899,6.3768,608344,518692,0,0,1,3,Bot,L,L,3.54,1.7277,89.839,2120,5.664,24,1,3,0,0,0,1,0,0,0,0
SL,85.5,-2.0911,5.6731,592826,621020,2,2,0,3,Bot,R,R,3.54,1.72,85.866,2315,6.172,23,5,3,0,0,0,1,0,0,0,0
KC,83,-1.9309,5.8546,592826,621020,1,2,0,3,Bot,R,R,3.3576,1.5433,81.48,2302,5.429,23,4,3,0,0,0,1,0,0,0,0
FF,94,-1.9363,5.6184,592826,621020,1,1,0,3,Bot,R,R,3.4679,1.6379,94.31,2398,6.232,23,3,3,0,0,0,1,0,0,0,1
KC,82.5,-2.0547,5.7251,592826,621020,0,1,0,3,Bot,R,R,3.4679,1.6379,81.456,2364,5.413,23,2,3,0,0,0,1,0,0,0,0
FF,94.6,-1.9927,5.7196,592826,621020,0,0,0,3,Bot,R,R,3.4753,1.6376,95.005,2318,6.103,23,1,3,0,0,0,1,0,0,0,1
KC,82,-2.1446,5.7339,592826,660670,0,1,0,3,Bot,R,R,3.48,1.63,81.494,2412,5.673,22,2,3,0,0,0,0,0,0,0,0
SL,84.5,-2.0114,5.7384,592826,660670,0,0,0,3,Bot,R,R,3.4879,1.6379,84.559,,5.852,22,1,3,0,0,0,0,0,0,0,1
SL,86.6,-2.2293,5.7,592826,592314,0,2,2,2,Bot,R,R,3.26,1.46,87.03,2392,5.981,15,3,3,0,0,0,0,0,0,0,1
SL,84.6,-2.1595,5.7073,592826,592314,0,1,2,2,Bot,R,R,3.26,1.46,84.776,,5.982,15,2,3,0,0,0,0,0,0,0,1
FF,93.3,-2.1751,5.5954,592826,592314,0,0,2,2,Bot,R,R,3.2286,1.4521,94.465,2234,6.538,15,1,3,0,0,0,0,0,0,0,1
KC,82.1,-2.2108,5.7221,592826,452095,1,2,1,2,Bot,R,R,3.4,1.57,81.233,2523,5.449,14,4,3,0,0,0,0,0,0,0,1
SL,86.9,-2.2592,5.6885,592826,452095,0,2,1,2,Bot,R,R,3.3923,1.5623,86.946,2497,5.978,14,3,3,0,0,0,0,0,0,0,0
SL,86.2,-2.0393,5.6805,592826,452095,0,1,1,2,Bot,R,R,3.4,1.57,86.382,2474,6.1,14,2,3,0,0,0,0,0,0,0,1
FF,95.2,-2.1222,5.6885,592826,452095,0,0,1,2,Bot,R,R,3.4,1.57,95.368,2327,6.176,14,1,3,0,0,0,0,0,0,0,1
SL,87.2,-2.2439,5.6848,592826,645277,2,2,0,2,Bot,R,L,3.26,1.53,87.299,2475,5.921,13,5,3,0,0,0,0,0,0,0,1
SL,86,-2.2065,5.6611,592826,645277,2,1,0,2,Bot,R,L,3.26,1.53,86.408,,6.15,13,4,3,0,0,0,0,0,0,0,1
FF,93.7,-2.1132,5.601,592826,645277,2,0,0,2,Bot,R,L,3.26,1.53,94.369,2247,6.433,13,3,3,0,0,0,0,0,0,0,1
FF,92.8,-2.2892,5.6253,592826,645277,1,0,0,2,Bot,R,L,3.2129,1.5221,93.435,2218,6.363,13,2,3,0,0,0,0,0,0,0,0
KC,81.4,-2.4735,5.6829,592826,645277,0,0,0,2,Bot,R,L,3.1658,1.5221,80.54,2331,5.653,13,1,3,0,0,0,0,0,0,0,0
KC,84,-2.2641,5.7655,592826,663586,0,2,2,1,Bot,R,R,3.4,1.59,82.827,2460,5.497,9,3,3,0,0,0,0,0,0,0,1
FF,95.1,-2.1478,5.6854,592826,663586,0,1,2,1,Bot,R,R,3.4462,1.6208,95.484,2501,6.359,9,2,3,0,0,0,0,0,0,0,1
KC,82.3,-2.2709,5.7282,592826,663586,0,0,2,1,Bot,R,R,3.4,1.59,81.699,2357,5.493,9,1,3,0,0,0,0,0,0,0,1
SL,87.1,-2.1963,5.6475,592826,455976,1,0,0,1,Bot,R,L,3.46,1.65,87.322,2318,5.952,8,2,2,0,1,0,1,0,0,0,0
FF,94.8,-2.2938,5.5863,592826,455976,0,0,0,1,Bot,R,L,3.3535,1.6424,95.463,2480,6.406,8,1,2,0,1,0,1,0,0,0,0
SL,87.2,-2.2526,5.5829,592826,518626,3,1,0,1,Bot,R,R,3.32,1.58,87.307,2364,5.829,7,5,2,0,0,1,0,0,0,0,0
FF,94.9,-2.083,5.6115,592826,518626,3,0,0,1,Bot,R,R,3.32,1.58,95.498,2232,6.199,7,4,2,0,0,1,0,0,0,0,1
FF,94,-2.3823,5.6061,592826,518626,2,0,0,1,Bot,R,R,3.3276,1.5876,94.468,2407,6.142,7,3,2,0,0,1,0,0,0,0,0
SL,87.7,-2.0916,5.6454,592826,518626,1,0,0,1,Bot,R,R,3.3275,1.5875,87.729,2322,6.048,7,2,2,0,0,1,0,0,0,0,0
SL,87.4,-2.098,5.7723,592826,518626,0,0,0,1,Bot,R,R,3.35,1.5875,87.536,2399,5.854,7,1,2,0,0,1,0,0,0,0,0
FF,94.9,-2.0733,5.6978,592826,518692,1,1,0,1,Bot,R,L,3.54,1.72,95.482,2413,6.413,6,3,0,0,1,0,1,0,0,1,0
FF,95.1,-2.1297,5.7006,592826,518692,1,0,0,1,Bot,R,L,3.54,1.72,96.308,2328,6.345,6,2,0,0,1,0,1,0,0,1,1
FF,94.1,-2.2425,5.689,592826,518692,0,0,0,1,Bot,R,L,3.5172,1.72,95.159,2250,6.411,6,1,0,0,1,0,1,0,0,1,0
FF,95.2,-2.0812,5.7259,592826,621020,1,1,0,1,Bot,R,R,3.46,1.63,95.814,2370,6.218,5,3,0,0,0,1,0,0,0,1,0
SL,88,-2.1984,5.7099,592826,621020,1,0,0,1,Bot,R,R,3.46,1.63,87.533,1210,5.775,5,2,0,0,0,1,0,0,0,1,1
FF,94.4,-2.1859,5.7212,592826,621020,0,0,0,1,Bot,R,R,3.46,1.63,94.939,2166,6.243,5,1,0,0,0,0,1,0,0,1,0
FF,93.1,-2.2815,5.7585,592826,660670,0,2,0,1,Bot,R,R,3.48,1.63,92.94,2377,6.014,4,3,0,0,0,0,0,0,0,1,0
FF,94.5,-2.1507,5.7627,592826,660670,0,1,0,1,Bot,R,R,3.48,1.63,94.124,2399,5.896,4,2,0,0,0,0,0,0,0,1,1
FF,91.1,-2.3022,5.8434,592826,660670,0,0,0,1,Bot,R,R,3.48,1.63,90.771,2369,6.075,4,1,0,0,0,0,0,0,0,1,1
